wallet_id,credit_score
0x9df7c98c933a0cb409606a3a24b1660a70283542,95
0x57aeda024fdbc8e1ce19cb9a628ca39747e3661f,95
0xa036fcb0c60022b2f8976e387f319c14369d0754,95
0xdcfa077f4fdd8295b2efafb5110bfa56e204a832,95
0x8f9e6dd01128cc3c148902ebfa648bfcb68ad1ce,95
0x8f56ce34d90141e3ba9d78f43bbc80b510de3e9b,95
0xfdfbb7bb1a8c9170729e4da73c73bda3e85469a7,95
0x586b3f34e90668aee4ffbd94e7ba143552fa70e5,95
0xfddc634939d034bda830fb7929e115747ebd9574,95
0xb587e5af7d7131d5c0de77efda2979951dd6889c,95
0x248d09b842142ed5e4ec79d95e62baa46bfb7738,95
0x1b1ef65bb57862c88fb3ca5aaab8746791928485,95
0xb2ec4683e634899a82f9b5d6abf1aa22fe219a83,95
0xc9c50b55c3085606ff05c70ac8cbaf26240891ae,95
0x56c935cac3d870b385724cae5eb8eea1505c777f,95
0x033e9b12438f95cdbe9170f313367f4c614c5fd4,95
0x1c0a8dd3c93f348a25f8ab4dc9a98f1d11b66d5c,95
0xd894c048c27469ee7a573327382be9f4ce54414d,95
0x18ab13f62635bec69fcc1d2ce3dbe5e0bdef1b99,95
0x043e318a6c11970e3f7950dff7bf51657337db2c,95
0x5a92bc71ff2cee03202db6b625cb074d588344bb,95
0x5a9c80f8af323177a03037674157d4120cc1f28b,95
0x2db428a3b1241f7590b05045b233f97d94269e50,95
0xcd0c599f1b6709a026978a75e0ca2021446e2ed6,95
0x3c5ed6bb48acad7ad3cfc92ca86259d06c918dd0,95
0xd918fe4229e53ecbf53de43c2a5b5e3aa735c341,95
0xe1c8917a4f45d50c6a66cd82a3f37f1a7d798746,95
0x92be89852867b06d8f77e110d95e7e5dad2f5359,95
0xcf23abf7047685fb020ea16ee4feea3a195edcff,95
0x9e9bf7495369e73e76e0f41c00481b16a270711c,95
0xcdb785569b4b5b7832af497e911ea893181bdb74,95
0x2a4e6c78f12333481a6d932ba526eb56bd64f008,95
0x17e33637f6b64e9082ea499481b6e6ebae7eea23,95
0x6cbbd5d5e3f71280a568823adee4b18cc1be5e32,95
0xb43c9bd6b8fd1816daec30075000c5f0f1a7c9c5,95
0xe2ac7b18ff15335b550b5b595f5e14864fd26e0c,95
0xb79dd7a1fd1298b13771055c0bac2f215f4a13dd,95
0x1954c8cd151de0d0946fcc1e8a97545f711e2380,95
0xaef23ca0ebdfa98c036e724df028572bf89251e9,95
0x3d23ab914f5c6552689d824e7802e1b242e3f588,95
0x0385f650cc068367fcdc2f9f739766f82405fd09,95
0xb3375a5c855d36c895f3c00e681be1094a5b9d4b,95
0xcdc65de2a7bc4b56d20e98a387c1528e58bf3441,95
0xe0bdfb7abb21b4203d25e6b27029a9d423e4f2cc,95
0xb34f01dbcadb3ac64e14774e2943d3558b0f9a0d,95
0x906c943594aa923b38e7feb914acb99ab44abe75,90
0xcb7a8524cea0f54b4588d00757006aef0e6b2333,90
0x9079a0a7e0ebee7650c8c9da2b6946e5a5b07c19,90
0x22980545483189fa00cc8fbdbe4fd31598f217bf,90
0xcb71eb21f53a2f4de0f26dc90518df10be13d1ec,90
0x836fd05a18dc13aa8885a718278e6a316ecca1ff,90
0xc18926cb21791bfbc2c8b5b80fdfe68a6757d819,90
0xdc42759e28e41898bde199ab044f366dacbf3436,90
0x4d25819e9de2a2eeeddca953d1ef0182680a7054,90
0xcb6a47315735b399670bafe9f90fac29813ae3f5,90
0xa03143e4cb76e40a19885c5c6cf2964417acc394,90
0xd8a62ad8a7efa8a3267932d2e478c026566fbe34,90
0x64a8070811567783cf820225a11e5bba213322e9,90
0x639e4bb8d28d477beba288da38696948df14d68e,90
0x0fccef1c29deddb1e2a007ee9c1edf63149aa6b3,90
0x297e625054f2bb2413d955435b390542fd60cca8,90
0x818f3fa1008b355a85e9f78004ca09ce3e8e5e1d,90
0x565dcdcfe95b344d4fce2c649bc292625e5c20f9,90
0x0db5faedf553fe294e1ebccfba24317f672b234d,90
0x45a9681f82a2ff9e9da45d8bef745416c51494d4,90
0x800c443d4fc0048d2f4a83d64cdec93a824be745,90
0x0e94f1210151fbf7003924efa56f4a73f8f8f507,90
0x6353ae85b67ea257f44642ce81dda8714094fdc0,90
0xbfebe09d854272c3aeeb1e4411c2b02a83d0339e,90
0x81a1ff0c31abe73cabbd0a581a160e2352f6784c,90
0xd7bda9d89e4a518f376442393086b9798b3ac743,90
0xd7fbfb25e4e9e1950d68fef0dc72ab0f09de55b3,90
0x91519989101d5d5f1a5a364a76194b15a9098a4d,90
0xcc896ace93c88746ec7dd09e1fc54ffe27fe66cd,90
0x4527c75dfc50a5390dc663f81b627c39e7b9acad,90
0xd0c81e82abddf29c6505d660f5bebe60cdff03c5,90
0x56fe14a30aad9595b5fc05fa7922403cb6c2951a,90
0xdacb1734b3259d98c8fdc755993209f9c4682cd2,90
0x0e532f71e574e0d2f421e381e4d1ae2c7097b7c8,90
0xd6449ac214275493a8205e58107b1ee19353840e,90
0x21f79012dd2db02712e42b8146bf15f4f950e976,90
0x20aec996ce9d508a7f51b2a217bf6a87b6be0ef1,90
0xe82941e727d84f99329b94381e67a94524963d05,90
0x87363ff605598806db84d53e0857f6b43e504d1c,90
0x9d14f0096d3a7b5090b0e08860834684d48b021d,90
0xa574c53d63550e535c8b78f0e2a33bbe3c56ef2b,90
0x5d6f8cda086a0837cdaf10e941f3d1d5e3e5531a,90
0x598f8721f0e554933e6384cfedc13df733711077,90
0x1960d38799b4ca8677c27f9f4587380913a3ce54,90
0x4ab52791c736bc26d1933b4940ce8454e0474d03,90
0x8cd7c0cafbd36d17e034497c0b472e28ecc970d3,90
0xe7186c0c4e6b249a269bd7fa3c3e1da54250c18b,90
0x53cb1ddfefdd43a6a0f6f69ceac8f531b12bb780,90
0xc4d645532e0f009748c7951ee8e9119914cac25b,90
0xe10fcdba98afebd0f2296a2c451034d4ca6d9079,90
0xa50ecb238bfa1b1c9050c58cf3e99c99260c4ed1,90
0x10df6a0cb091880a7285953b6e0415c696d53bee,90
0x8c4adc1589b96d56b7a351e6e500163ae208d53b,90
0xc8754296711f90fa9b1ee557bdd6c1727a034e4f,90
0x20d2619478c250fb8645fbe24d26e7e67defd07e,90
0x8c1b091ab7dc0c08117b8be040d57d78fac8237d,90
0x285306442cd985cab2c30515cfdab106fca7bc44,90
0x17e5a662b373673475c51b6db9d79bd291dce573,90
0xe586c8ccb29944f458104c7acbe4ca48122da895,90
0xc64737eae97ae7cfd95b40ff690f50d01b92ed6d,90
0xe51c377490b46fb13863765570da529a7a1470e1,90
0x2ef0fa1afc0ed0e9d4f01d3d8eb6930fbdd1c4d2,90
0xf16d75faa453755891196fdc08819bc5527d5806,90
0x49fc009dffefa57260cf302ef32f5a2b82ab94de,90
0xe366d4ee1affbe1510cdd4190c02dd0ea7eb2419,90
0x19f45ea63b9d9b864ae2eee603e7b106df875754,90
0x4e5ad6abfb732ea26920b8cb89da8fb33961dc44,90
0xe98604413c217ea6f0f338506d9903815cd231ad,90
0x1a6db538813dbfa63e1f19f8804447187b7d401d,90
0xdcc896d48b17ecc88a9011057294eb0905bcb240,90
0x83bf595cc28722b5c4f9b34dedba90778a8fcb80,90
0x10f363d941352887cd28d47e85e19e124ba5ffd5,90
0xc255f2dfca4629d3f5a29df69ee3d3189cc0114e,90
0xc2591ca855f201ffe773a3d9223031940ed04af3,90
0x8ef87cd7ed249de87f255cd99672b337cd24b4e4,90
0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,90
0x1147359f0bee7e5e43e473a6d8fa11e79af0faa3,90
0xc28e23e7d7d6cc0c9c6f08146c71e7d168cae45a,90
0x1b26c22c1493df1399d8efa113ef99bb27ab9eb7,90
0x17076e27c23eb7afb9f5b555aae97fe06fc84e68,90
0x9c14b155d57962c26e66bd7fd9794cae483c6555,90
0x84e94f8032b3f9fec34ee05f192ad57003337988,90
0x471e90fb91ec699067009f2581313944600c2e46,90
0x1af47c8e253ea38d13938e530801c1ff7a1c5a1f,90
0x9c6d67c5fd1f78c3daee702b9a59183c0f4a9d17,90
0xddfef50c7919c1f331f6c0d018a277e40d58d511,90
0x2c6ddcc3c25edb41235cb1afb515390eec05dc82,90
0x8e7a2da15b5f9b3a443a8551635ba6618fc62e2d,90
0x204d363bed977942e9ee1dbb24ad940b16cc02db,90
0x8e5f314bef229024e317a2cbff843b56f87fb7d0,90
0x5f16e88a1075b6ce24b90ad8315f75772704a40b,90
0x858ea8798f5cdb83b08e238a40374bb0e1a54978,90
0xc3aae58ab81663872dd36d73613eb295b167f546,90
0x1303b9d1d5fdfb7d822c7e285de118280a4a17e3,90
0x4adfc40e1da6d62d93ff2d650be536c969af550e,90
0xe99b1148e185d2b8e4e901f60c0230696d3fde2a,90
0x535574b576dc7057efda800056a257801e33632c,90
0x1f427a6fcdb95a7393c58552093e10a932890fa8,90
0x51ba007818d8af72883d799233789a0d8d6dab69,90
0x6f43578a5bc4c6c893bad3c1598b69d1fdfdc692,90
0x01c57220b9210c272ddcab9ad6794654c3b3d804,90
0x6f09ef3d1ece52e9c26e1ee2b004a93c7107ab0c,90
0x520cf366149d9226f3fdfd876916ff8509418f80,90
0xbb22eb7e30b29f5e15f7eea19b3523e80b730509,90
0xf4698ee4f8969ea513c3d15ab3b7e4814767c9ed,90
0xf7c751457363e84f5fda68e527b318468f334cec,90
0x7b325769124cce64277ebeb4d6fbce65276809be,90
0x3c019229b2dc7fac4b725040c86d12aac48e31d3,90
0xf6ad502ac34cc67f3a86b4e6a4ea802409b0af28,90
0xf2db783b92cc8f188c2523c9ac5b7698d0243e05,90
0x66215d23b8a247c80c2d1b7bef4befc2ab384bce,90
0xfa03edb20a822e838ff0a517b6b87c64b8a7c04f,90
0xafe609643934ea392b8c400db474d6419234d64c,90
0x3e7dd7df9c1ffd12b8ecd94a27472bdc4d87ab7e,90
0xb32a3c94556cf525e8ca749515762fd04d9525a3,90
0x0693dbf1800f64b7343c40c3d7e64223319e6d57,90
0xac79d6385ee06048665d619e63840d1168afa7e6,90
0x6efd5dbb3e3c96c4c8bc7376aae263d1c0e7f532,90
0x0974483eb297472e469bf61ca7d936e859e90f74,90
0x6cfce9d4c30ba3210a3018a4e9a928715d836207,90
0x6954644f7dae221ddb66eb59793ce5b6c0e2eec4,90
0x7c6e177d9613bbbc80557816a19a342136b24654,90
0xbbd6d2181d9ebcd98421cd336ace3db6984f4cdb,90
0x750d0162291a09397fcd46c75355a531c83ba26e,90
0x23d9ca8328b8630c08f72501bf3950462f3f5456,90
0xfe211da6dcf2dc14218ab7ed59e5565ddccd72c9,90
0xb210fa87b8b25c26648a4226ed0fdfaf5cfea736,90
0xafcdc9b44b3d9725d9bffd6c0b4b58c37d197490,90
0x99a70bbde9d02d1855a0148b95962ba037f133ac,90
0xfed42cf9afb5ac6ae4d5d2554d28e4116b8c1db4,90
0x012c5450b22a626a810d376d5519878a914c3f2b,90
0x6c8a3edf2bae56fe85ee46ee108adf99b49e9288,90
0x3b38df411221126688b7ca4cd3b5c08144e558e5,90
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,90
0xf308ee61c13681214139fd28f87b1722ecac0f5b,90
0xbc77738aa2ede049edac45a8a9a443c5415e6b7a,90
0xd1c2df69261ce294f0f26423cac49dd2a5bd5cf1,90
0x50b49fec823a3d86050c91272bce7c8c0df4d71f,90
0x0ae3a4258ce1b9b53d74f6f390c14c4010c81ad0,90
0xb0e1088863f02b7edf67324d02d5093de9b19e0c,90
0xaa95db6b03738794b6478ccd08626ca5335f4517,90
0x04e7f6c24ad0fc29224d4396e73b7d424503140b,90
0x7e915cf29c5568e41493a4cd58e8519c1266e5da,90
0x6a24327eba27b4640fdd65c2610457584fa1be14,90
0x0808898d835d51d720e384e8a856a2c671e78f21,90
0xb6cf25f5cf8a1e1727d988facdd47f1dfc492caf,90
0xbeaca5032834a805bd822c3c109fa8f3513f5eaa,90
0x22fd8facff29b66738ab35e4eec70bb6207389e8,90
0x25b78ade6b3ac3ac3556cdd737992ebb9cfa12da,90
0x38fb71db5975ae9adc1842bdc032a7b1ed10fc75,90
0xd38849fa99901d9c949e2508b104350131fb11bb,90
0xb0dc796dd37e369121a092e8fd88f09a10a82cd0,90
0xae3f684105ad37dc49d8ae316a32fe9eef583a81,90
0x0c0d04ea8bd13d48ebdfef821dc937a1b5a39da0,90
0x72c9dbfb16ec69ca96284de891fa81fe92c63e36,90
0x083fc10ce7e97cafbae0fe332a9c4384c5f54e45,90
0x77eb9812a8d380f63478211e011ee289d19931bd,90
0xf3d3ec934462730b389878448bdb191b529e9b9d,90
0x358b532b553aa29eb0295ad72fa2c1ff528c8c82,90
0x7686c25eb06ecfcd5f30246e1ad118d57dc7f4fc,90
0xfc349f1426711757e26910285ee3e4c2f673250a,90
0x3660581fd4bce34ae6d9d29f619e9561564f20ea,90
0x38227d153f7520e78ae9c9119974be6eececaa05,90
0x00778a211057c47a9f8885750bbf48226771bcdc,90
0x9a7f8374f79b01a49393b4d0f1280b64807757b1,90
0xdf7db5a323f7f9f520b699f24df6f66e55dd38e6,85
0xe0ad79cdd7d049c9c12afcbffa33c58e118c48b0,85
0x2075fd8f519895e488fd3b3dab1d41381a1d9ab1,85
0x1a58a12d0331c5631e31a291df5d5817def29f77,85
0x3a42a8819ba3b31ef391ae4b8eb77cf8273fe764,85
0x8d5f05270da470e015b67ab5042bdbe2d2fefb48,85
0x39dab51b477cdadee45191abf283ec8b3e4108a3,85
0xe0819c89815a3376e2a9a02d77e4e4a8c8387adb,85
0xe00d58e8a4850f231c8482681657501d0e49703b,85
0x95ecc98de34d340bddba2fb6bab21b5c0c6b070e,85
0xe07e487d5a5e1098bbb4d259dac5ef83ae273f4e,85
0x5964c8b9cdda94ca0a73bc148bb33043e10624c4,85
0x2cdaedb560b5b1ade8804f891c0e0e083209758e,85
0x99cd4625a58c27df7616fd4e5caba5803a875cfd,85
0xa218a8346454c982912cf6d14c714663c2d510d8,85
0x1955c2b76b1cf245795950e75eb176080879da50,85
0x6d4090db32d7dd417668489964c05ed6811671f0,85
0xb73175a10dbebd97ba55fa6b869b1492492f75ea,85
0x737284cfc66fd5989f2ac866989d70ae134227cb,85
0x8da5731881cb2cc502cf9e7e8e1a93a71907776f,85
0x59432b754d7db823c591abd41ab34115d3cb2266,85
0x8dd41a3face30317512d2b13da238ac850978ac9,85
0x736e108bcdd0c48771878caa148c1254689a941d,85
0x43860346fcc6e32d26329ca4cb20ffae54c803d1,85
0x2d19f32620f647d08fa8b9a0fa5206fae15c0ed5,85
0x2e6707236c5311030b66215367695c8616a553d5,85
0xd34b49026e2822cfb8b10618d54c312a07139bc6,85
0xe2dcc6b25c17238c63a0faaa992fe949dc5d9e9e,85
0x4a05b10f49cabfec5c8d41b804fc6a7303efe02d,85
0x23a49a9930f5b562c6b1096c3e6b5bec133e8b2e,85
0x2e357353d15ed4118d2f8f4cf71f5d287f334f93,85
0x49ecb8ca5cca9a65c8450201935c609f62490303,85
0xe364d707d9929e1685cfa3914ee427f9d4a89675,85
0xc740d60f7185a7f315d480e84efad02e76153d2d,85
0x8a81126532a690e21debb35832cdda8b9c29fa26,85
0x1712808a5d99e8fa244079d50e2a3c46afcafb35,85
0xe2d1ac886718d1d272e509ae4721617e6e6a1b88,85
0x6b790599ea89be7f68268eea87bbba9cab5cfb68,85
0x49a1eb39534f378722036d41d3ab5c92e86b55cf,85
0x76e004cde65cb496387e9d7ff0b7150812d877a2,85
0xe4b0fea2c1c6c90c356bfbbe04b7233a3f144c00,85
0x4098c501fcfe3370bd78d2f9c0798dccbcf993ea,85
0x49153cbd5b0c516d1320bc42b48c73548b73b678,85
0x16a9f22a182bffc81a19a100da0e762b017933f8,85
0x54207b53c1d2c47b4e08722e8a0009994d57040a,85
0xae3c67b8aa12e458f2b4eafc0e9209710582c9d3,85
0x17c356fc6b70f9f5ca99652c8360e3657334ddf2,85
0x7669be62b519160e94ed7d90ea7d728e956c875a,85
0xc8bef1a50119389ae31d2e426f7c71bf8cc10def,85
0xaf9e08f3020e624c945cc446e8759602049cb176,85
0x59eb9490e65680eee103736e489b35ef57a3125d,85
0xe113e572d42c2db80667e0932a595e3ff7f91fd3,85
0x9da8e0f410c2efbadf1e7c4e1815d3757a5c4aff,85
0x03ba43fd372b79e95621dc0a6486c37e610cbfab,85
0xd6ceb05021ab37457bf9837da9f4c98828628fc7,85
0x03cf046a623dcadb6e13d1ddb94741976ae525ed,85
0x03e294fe1d45a28139972c4e38bc813eb827e62d,85
0xfa48030f5b42241ff3c3fe284766ab8b77dba08c,85
0x5a6866c510e60c625543112e42304d4911256006,85
0xd3069c9e486a8b77add55ae3ceb3a4b138fb76c7,85
0x8b5c2387ba1f401a8f1d7eea37fa8f9fea6969c1,85
0xa230a1c91c640da7a947c23a889a3bd68a171915,85
0x8ba4d6af19c3d81aa007ca9476f726896dab14d0,85
0x3fdfeed11ffa600e3ed61f522c5fe89c1b0620b0,85
